name,position,birth_date,nationality,number,season,club
Molla Wagué,Centre-Back,1991-02-21,Mali,2,2018,17
Nicholas Opoku,Centre-Back,1997-08-11,Ghana,4,2018,17
Gabriele Angella,Centre-Back,1989-04-28,Italy,78,2018,17
Sebastien De Maio,Centre-Back,1987-03-05,France,87,2018,17
Filip Vasko,Centre-Back,1999-08-11,Slovakia,42,2018,17
Giuseppe Pezzella,Left-Back,1997-11-29,Italy,7,2018,17
Marvin Zeegelaar,Left-Back,1990-08-12,Netherlands,90,2018,17
Jens Stryger Larsen,Right-Back,1991-02-21,Denmark,19,2018,17
Hidde ter Avest,Right-Back,1997-05-20,Netherlands,18,2018,17
Rolando Mandragora,Defensive Midfield,1997-06-29,Italy,38,2018,17
Valon Behrami,Defensive Midfield,1985-04-19,Switzerland,11,2018,17
Simone Pontisso,Defensive Midfield,1997-03-20,Italy,21,2018,17
Rodrigo de Paul,Central Midfield,1994-05-24,Argentina,10,2018,17
Seko Fofana,Central Midfield,1995-05-07,Cote d'Ivoire,6,2018,17
Mamadou Coulibaly,Central Midfield,1999-02-03,Senegal,98,2018,17
Andrija Balic,Central Midfield,1997-08-11,Croatia,99,2018,17
Emmanuel Badu,Central Midfield,1990-12-02,Ghana,8,2018,17
Panagiotis Kone,Central Midfield,1987-07-26,Greece,33,2018,17
Svante Ingelsson,Central Midfield,1998-06-14,Sweden,13,2018,17
Emil Hallfreðsson,Central Midfield,1984-06-29,Iceland,20,2018,17
Gaspar Iñíguez,Central Midfield,1994-03-26,Argentina,25,2018,17
Thomas Battistella,Central Midfield,2001-07-29,Italy,43,2018,17
Antonin Barak,Attacking Midfield,1994-12-03,Czech Republic,72,2018,17
Petar Micin,Attacking Midfield,1998-09-29,Serbia,14,2018,17
Darwin Machís,Left Winger,1993-02-07,Venezuela,16,2018,17
Ignacio Pussetto,Right Winger,1995-12-21,Argentina,23,2018,17
Marco D'Alessandro,Right Winger,1991-02-17,Italy,77,2018,17
Kevin Lasagna,Centre-Forward,1992-08-10,Italy,15,2018,17
Stefano Okaka,Centre-Forward,1989-08-09,Italy,7,2018,17
Lukasz Teodorczyk,Centre-Forward,1991-06-03,Poland,91,2018,17
Felipe Vizeu,Centre-Forward,1997-03-12,Brazil,9,2018,17
Miloš Bočić,Centre-Forward,2000-01-26,Serbia,41,2018,17
Alessio Cragno,Goalkeeper,1994-06-28,Italy,28,2018,11
Rafael,Goalkeeper,1982-03-03,Brazil,1,2018,11
Riccardo Daga,Goalkeeper,2000-01-13,Italy,12,2018,11
Simone Aresti,Goalkeeper,1986-03-15,Italy,16,2018,11
Filippo Romagna,Centre-Back,1997-05-26,Italy,56,2018,11
Luca Ceppitelli,Centre-Back,1989-08-11,Italy,23,2018,11
Ragnar Klavan,Centre-Back,1985-10-30,Estonia,15,2018,11
Fabio Pisacane,Centre-Back,1986-01-28,Italy,19,2018,11
Marco Andreolli,Centre-Back,1986-06-10,Italy,3,2018,11
Maxime Leverbe,Centre-Back,1997-02-15,France,26,2018,11
Luca Pellegrini,Left-Back,1999-03-07,Italy,3,2018,11
Marko Pajac,Left-Back,1993-05-11,Croatia,2,2018,11
Charalampos Lykogiannis,Left-Back,1993-10-22,Greece,22,2018,11
Paolo Faragò,Right-Back,1993-02-12,Italy,24,2018,11
Fabrizio Cacciatore,Right-Back,1986-10-08,Italy,12,2018,11
Darijo Srna,Right-Back,1982-05-01,Croatia,33,2018,11
Christian Oliva,Defensive Midfield,1996-06-01,Uruguay,17,2018,11
Filip Bradaric,Defensive Midfield,1992-01-11,Croatia,6,2018,11
Luca Cigarini,Defensive Midfield,1986-06-20,Italy,8,2018,11
Riccardo Ladinetti,Defensive Midfield,2000-12-20,Italy,38,2018,11
Alessandro Marongiu,Defensive Midfield,1999-01-28,Italy,35,2018,11
Nicolò Barella,Central Midfield,1997-02-07,Italy,18,2018,11
Artur Ionita,Central Midfield,1990-08-17,Moldova,21,2018,11
Alessandro Deiola,Central Midfield,1995-08-01,Italy,27,2018,11
Daniele Dessena,Central Midfield,1987-05-10,Italy,4,2018,11
Nunzio Lella,Central Midfield,2000-07-28,Italy,39,2018,11
Simone Padoin,Left Midfield,1984-03-18,Italy,20,2018,11
Lucas Castro,Attacking Midfield,1989-04-09,Argentina,29,2018,11
Valter Birsa,Attacking Midfield,1986-08-07,Slovenia,14,2018,11
Riccardo Doratiotto,Attacking Midfield,1999-06-07,Italy,36,2018,11
Kiril Despodov,Right Winger,1996-11-11,Bulgaria,32,2018,11
João Pedro,Second Striker,1992-03-09,Brazil,10,2018,11
Diego Farias,Second Striker,1990-05-10,Brazil,17,2018,11
Cyril Théréau,Second Striker,1983-04-24,France,77,2018,11
Leonardo Pavoletti,Centre-Forward,1988-11-26,Italy,30,2018,11
Alberto Cerri,Centre-Forward,1996-04-16,Italy,9,2018,11
Marco Sau,Centre-Forward,1987-11-03,Italy,25,2018,11
Francesco Verde,Centre-Forward,1999-08-16,Italy,37,2018,11
Ionut Radu,Goalkeeper,1997-05-28,Romania,97,2018,14
Jandrei,Goalkeeper,1993-03-01,Brazil,93,2018,14
Federico Marchetti,Goalkeeper,1983-02-07,Italy,1,2018,14
Rok Vodisek,Goalkeeper,1998-12-05,Slovenia,25,2018,14
Alessandro Russo,Goalkeeper,2001-03-31,Italy,23,2018,14
Cristian Romero,Centre-Back,1998-04-27,Argentina,17,2018,14
Davide Biraschi,Centre-Back,1994-07-02,Italy,14,2018,14
Domenico Criscito,Centre-Back,1986-12-30,Italy,4,2018,14
Ivan Radovanovic,Centre-Back,1988-08-29,Serbia,21,2018,14
Lisandro López,Centre-Back,1989-09-01,Argentina,5,2018,14
Sandro,Centre-Back,1989-03-15,Brazil,30,2018,14
Ervin Zukanovic,Centre-Back,1987-02-11,Bosnia-Herzegovina,87,2018,14
Koray Günter,Centre-Back,1994-08-16,Germany,3,2018,14
Nicolás Spolli,Centre-Back,1983-02-20,Argentina,2,2018,14
Giuseppe Pezzella,Left-Back,1997-11-29,Italy,13,2018,14
Antonio Candela,Right-Back,2000-04-27,Italy,20,2018,14
Ivan Lakicevic,Right-Back,1993-07-27,Serbia,33,2018,14
Esteban Rolón,Defensive Midfield,1995-03-25,Argentina,18,2018,14
Miguel Veloso,Defensive Midfield,1986-05-11,Portugal,44,2018,14
Nicolò Rovella,Defensive Midfield,2001-12-04,Italy,65,2018,14
Stefano Sturaro,Central Midfield,1993-03-09,Italy,27,2018,14
Lukas Lerager,Central Midfield,1993-07-12,Denmark,8,2018,14
Daniel Bessa,Central Midfield,1993-01-14,Italy,24,2018,14
Luca Mazzitelli,Central Midfield,1995-11-15,Italy,15,2018,14
Oscar Hiljemark,Central Midfield,1992-06-28,Sweden,88,2018,14
Rômulo,Central Midfield,1987-05-22,Italy,8,2018,14
Stephane Omeonga,Central Midfield,1996-03-27,Belgium,40,2018,14
András Schäfer,Central Midfield,1999-04-13,Hungary,99,2018,14
Pedro Pereira,Right Midfield,1998-01-22,Portugal,32,2018,14
Darko Lazovic,Left Midfield,1990-09-15,Serbia,22,2018,14
Nicola Dalmonte,Left Winger,1997-09-13,Italy,26,2018,14
Iuri Medeiros,Right Winger,1994-07-10,Portugal,45,2018,14
Goran Pandev,Second Striker,1983-07-27,North Macedonia,19,2018,14
Krzysztof Piatek,Centre-Forward,1995-07-01,Poland,9,2018,14
Christian Kouamé,Centre-Forward,1997-12-06,Cote d'Ivoire,11,2018,14
Antonio Sanabria,Centre-Forward,1996-03-04,Paraguay,9,2018,14
Andrea Favilli,Centre-Forward,1997-05-17,Italy,39,2018,14
Gianluca Lapadula,Centre-Forward,1990-02-07,Peru,10,2018,14
Lukasz Skorupski,Goalkeeper,1991-05-05,Poland,28,2018,3
Angelo da Costa,Goalkeeper,1983-11-12,Brazil,1,2018,3
Antonio Santurro,Goalkeeper,1992-02-29,Italy,29,2018,3
Caio Vinicius Pirana,Goalkeeper,1999-05-08,Brazil,99,2018,3
Lyanco,Centre-Back,1997-02-01,Brazil,4,2018,3
Filip Helander,Centre-Back,1993-04-22,Sweden,18,2018,3
Giancarlo González,Centre-Back,1988-02-08,Costa Rica,3,2018,3
Sebastien De Maio,Centre-Back,1987-03-05,France,4,2018,3
Danilo,Centre-Back,1984-05-10,Brazil,23,2018,3
Gabriele Corbo,Centre-Back,2000-01-11,Italy,25,2018,3
Nehuén Paz,Centre-Back,1993-04-28,Argentina,6,2018,3
Mitchell Dijks,Left-Back,1993-02-09,Netherlands,35,2018,3
Ibrahima Mbaye,Right-Back,1994-11-19,Senegal,15,2018,3
Federico Mattiello,Right-Back,1995-07-14,Italy,14,2018,3
Arturo Calabresi,Right-Back,1996-03-17,Italy,33,2018,3
Erick Pulgar,Defensive Midfield,1994-01-15,Chile,5,2018,3
Ádám Nagy,Defensive Midfield,1995-06-17,Hungary,8,2018,3
Godfred Donsah,Central Midfield,1996-06-07,Ghana,17,2018,3
Mattias Svanberg,Central Midfield,1999-01-05,Sweden,32,2018,3
Andrea Poli,Central Midfield,1989-09-29,Italy,16,2018,3
Blerim Dzemaili,Central Midfield,1986-04-12,Switzerland,31,2018,3
Juan Manuel Valencia,Central Midfield,1998-06-20,Colombia,19,2018,3
Ladislav Krejci,Left Midfield,1992-07-05,Czech Republic,11,2018,3
Roberto Soriano,Attacking Midfield,1991-02-08,Italy,21,2018,3
Nicola Sansone,Left Winger,1991-09-10,Italy,10,2018,3
Riccardo Orsolini,Right Winger,1997-01-24,Italy,7,2018,3
Simone Edera,Right Winger,1997-01-09,Italy,20,2018,3
Orji Okwonkwo,Right Winger,1998-01-19,Nigeria,30,2018,3
Federico Santander,Centre-Forward,1991-06-04,Paraguay,9,2018,3
Felipe Avenatti,Centre-Forward,1993-04-26,Uruguay,20,2018,3
Mattia Destro,Centre-Forward,1991-03-20,Italy,22,2018,3
Diego Falcinelli,Centre-Forward,1991-06-26,Italy,91,2018,3
Rodrigo Palacio,Centre-Forward,1982-02-05,Argentina,24,2018,3
Alfred Gomis,Goalkeeper,1993-09-05,Senegal,1,2018,16
Vanja Milinković-Savić,Goalkeeper,1997-02-20,Serbia,32,2018,16
Emiliano Viviano,Goalkeeper,1985-12-01,Italy,2,2018,16
Andrea Fulignati,Goalkeeper,1994-10-31,Italy,12,2018,16
Giacomo Poluzzi,Goalkeeper,1988-02-25,Italy,17,2018,16
Demba Thiam,Goalkeeper,1998-03-05,Senegal,22,2018,16
Kevin Bonifazi,Centre-Back,1996-05-19,Italy,14,2018,16
Francesco Vicari,Centre-Back,1994-08-03,Italy,23,2018,16
Lorenco Simic,Centre-Back,1996-07-15,Croatia,5,2018,16
Johan Djourou,Centre-Back,1987-01-18,Switzerland,3,2018,16
Thiago Cionek,Centre-Back,1986-04-21,Poland,4,2018,16
Felipe,Centre-Back,1984-07-31,Brazil,27,2018,16
Ricardo Farcas,Centre-Back,2000-06-24,Romania,96,2018,16
Thomas Coulange,Centre-Back,2001-05-01,France,99,2018,16
Vasco Regini,Left-Back,1990-09-09,Italy,13,2018,16
Filippo Costa,Left-Back,1995-05-21,Italy,33,2018,16
Manuel Lazzari,Right-Back,1993-11-29,Italy,29,2018,16
Federico Viviani,Defensive Midfield,1992-03-24,Italy,77,2018,16
Everton Luiz,Defensive Midfield,1988-05-24,Brazil,25,2018,16
Pasquale Schiattarella,Defensive Midfield,1987-05-30,Italy,28,2018,16
Mirko Valdifiori,Defensive Midfield,1986-04-21,Italy,16,2018,16
Salvatore Esposito,Defensive Midfield,2000-10-07,Italy,21,2018,16
Jasmin Kurtic,Central Midfield,1989-01-10,Slovenia,19,2018,16
Alessandro Murgia,Central Midfield,1996-08-09,Italy,11,2018,16
Simone Missiroli,Central Midfield,1986-05-23,Italy,6,2018,16
Mattia Valoti,Central Midfield,1993-09-06,Italy,8,2018,16
Mattia Vitale,Central Midfield,1997-10-01,Italy,97,2018,16
Andrea Rizzo Pinna,Central Midfield,2000-01-13,Italy,94,2018,16
Karolis Uzela,Central Midfield,2000-03-11,Lithuania,97,2018,16
Lorenzo Dickmann,Right Midfield,1996-09-24,Italy,24,2018,16
Mohamed Fares,Left Midfield,1996-02-15,Algeria,93,2018,16
Lazar Nikolic,Left Winger,1999-08-01,Serbia,45,2018,16
Marko Jankovic,Right Winger,1995-07-09,Montenegro,95,2018,16
Andrea Petagna,Centre-Forward,1995-06-30,Italy,37,2018,16
Gabriele Moncini,Centre-Forward,1996-04-26,Italy,11,2018,16
Alberto Paloschi,Centre-Forward,1990-01-04,Italy,43,2018,16
Mirco Antenucci,Centre-Forward,1984-09-08,Italy,7,2018,16
Sergio Floccari,Centre-Forward,1981-11-12,Italy,10,2018,16
Jacopo Murano,Centre-Forward,1990-02-14,Italy,90,2018,16
Luigi Sepe,Goalkeeper,1991-05-08,Italy,55,2018,5
Gabriel Brazão,Goalkeeper,2000-10-05,Brazil,31,2018,5
Pierluigi Frattali,Goalkeeper,1985-12-01,Italy,1,2018,5
Fabrizio Bagheria,Goalkeeper,2001-04-05,Italy,56,2018,5
Alessandro Bastoni,Centre-Back,1999-04-13,Italy,95,2018,5
Riccardo Gagliolo,Centre-Back,1990-04-28,Sweden,28,2018,5
Simone Iacoponi,Centre-Back,1987-04-30,Italy,2,2018,5
Bruno Alves,Centre-Back,1981-11-27,Portugal,22,2018,5
Francisco Sierralta,Centre-Back,1997-05-06,Chile,13,2018,5
Valerio Di Cesare,Centre-Back,1983-05-23,Italy,59,2018,5
Andrea Di Maggio,Centre-Back,2000-08-14,Italy,54,2018,5
Federico Dimarco,Left-Back,1997-11-10,Italy,3,2018,5
Massimo Gobbi,Left-Back,1980-10-31,Italy,18,2018,5
Giovanni Pinto,Left-Back,1991-09-19,Italy,65,2018,5
Marcello Gazzola,Right-Back,1985-04-03,Italy,23,2018,5
Leo Stulac,Defensive Midfield,1994-09-26,Slovenia,5,2018,5
Matteo Scozzarella,Defensive Midfield,1988-06-05,Italy,21,2018,5
Antonio Junior Vacca,Defensive Midfield,1990-05-13,Italy,70,2018,5
Alberto Grassi,Central Midfield,1995-03-07,Italy,88,2018,5
Juraj Kucka,Central Midfield,1987-02-26,Slovakia,87,2018,5
José Machín,Central Midfield,1996-08-14,Equatorial Guinea,14,2018,5
Alessandro Deiola,Central Midfield,1995-08-01,Italy,8,2018,5
Antonino Barillà,Central Midfield,1988-04-01,Italy,17,2018,5
Jacopo Dezi,Central Midfield,1992-02-10,Italy,33,2018,5
Luca Rigoni,Central Midfield,1984-12-07,Italy,32,2018,5
Abdou Diakhate,Central Midfield,1998-12-31,Senegal,8,2018,5
Luigi Scaglia,Central Midfield,1986-11-23,Italy,61,2018,5
Giuseppe Carriero,Central Midfield,1997-09-04,Italy,71,2018,5
Gianni Munari,Central Midfield,1983-06-24,Italy,11,2018,5
Drissa Camara,Central Midfield,2002-02-18,Cote d'Ivoire,53,2018,5
Sebastiano Longo,attack,1998-01-05,Italy,67,2018,5
Gervinho,Left Winger,1987-05-27,Cote d'Ivoire,27,2018,5
Antonio Di Gaudio,Left Winger,1989-08-16,Italy,20,2018,5
Nicolás Schiappacasse,Left Winger,1999-01-12,Uruguay,10,2018,5
Amato Ciciretti,Right Winger,1993-12-31,Italy,10,2018,5
Jonathan Biabiany,Right Winger,1988-04-28,France,77,2018,5
Mattia Sprocati,Right Winger,1993-04-28,Italy,93,2018,5
Luca Siligardi,Right Winger,1988-01-26,Italy,26,2018,5
Yves Baraye,Right Winger,1992-06-22,Senegal,99,2018,5
Davide Mastaj,Right Winger,1998-04-30,Poland,60,2018,5
Federico Pelle,Second Striker,2000-01-08,Italy,64,2018,5
Roberto Inglese,Centre-Forward,1991-11-12,Italy,45,2018,5
Alessio Da Cruz,Centre-Forward,1997-01-18,Netherlands,7,2018,5
Fabio Ceravolo,Centre-Forward,1987-03-05,Italy,9,2018,5
Emanuele Calaiò,Centre-Forward,1982-01-08,Italy,72,2018,5
Carl Davordzie,Centre-Forward,2000-05-27,Ghana,52,2018,5
Redi Kasa,Centre-Forward,2001-09-01,Albania,44,2018,5
Adrian Semper,Goalkeeper,1998-01-12,Croatia,1,2018,1
Stefano Sorrentino,Goalkeeper,1979-03-28,Italy,70,2018,1
Andrea Seculin,Goalkeeper,1990-07-14,Italy,16,2018,1
Michele Bragantini,Goalkeeper,2001-05-14,Italy,22,2018,1
Elia Caprile,Goalkeeper,2001-08-25,Italy,67,2018,1
Ivan Radovanovic,Centre-Back,1988-08-29,Serbia,8,2018,1
Mattia Bani,Centre-Back,1993-12-10,Italy,14,2018,1
Federico Barba,Centre-Back,1993-09-01,Italy,5,2018,1
Martin Valjent,Centre-Back,1995-12-11,Slovakia,47,2018,1
Nenad Tomović,Centre-Back,1987-08-30,Serbia,40,2018,1
Luca Rossettini,Centre-Back,1985-05-09,Italy,15,2018,1
Marco Andreolli,Centre-Back,1986-06-10,Italy,33,2018,1
Strahinja Tanasijevic,Centre-Back,1997-06-12,Serbia,3,2018,1
Bostjan Cesar,Centre-Back,1982-07-09,Slovenia,12,2018,1
Michele Rigione,Centre-Back,1991-03-07,Italy,91,2018,1
Thadée Kaleba,Centre-Back,1999-04-20,France,24,2018,1
Pawel Jaroszynski,Left-Back,1994-10-02,Poland,44,2018,1
Fabio Depaoli,Right-Back,1997-04-24,Italy,27,2018,1
Ezequiel Schelotto,Right-Back,1989-05-23,Italy,2,2018,1
Fabrizio Cacciatore,Right-Back,1986-10-08,Italy,29,2018,1
Nicolas Frey,Right-Back,1984-03-06,France,6,2018,1
Assane Dioussé,Defensive Midfield,1997-09-20,Senegal,8,2018,1
Mehdi Léris,Central Midfield,1998-05-23,France,11,2018,1
Joel Obi,Central Midfield,1991-05-22,Nigeria,22,2018,1
Sofian Kiyine,Central Midfield,1997-10-02,Morocco,13,2018,1
Perparim Hetemaj,Central Midfield,1986-12-12,Finland,56,2018,1
Nicola Rigoni,Central Midfield,1990-11-12,Italy,4,2018,1
Gianluca Gaudino,Central Midfield,1996-11-11,Germany,66,2018,1
Massimo Bertagnoli,Central Midfield,1999-02-26,Italy,26,2018,1
Mauro Burruchaga,Central Midfield,1998-06-27,Argentina,21,2018,1
Ibrahim Karamoko,Central Midfield,2001-07-23,France,18,2018,1
Emanuele Giaccherini,Left Midfield,1985-05-05,Italy,17,2018,1
Valter Birsa,Attacking Midfield,1986-08-07,Slovenia,23,2018,1
Musa Juwara,Left Winger,2001-12-26,The Gambia,19,2018,1
Emanuel Vignato,Right Winger,2000-08-24,Italy,55,2018,1
Lucas Piazon,Right Winger,1994-01-20,Brazil,7,2018,1
Manuel Pucciarelli,Second Striker,1991-06-17,Italy,10,2018,1
Mariusz Stepinski,Centre-Forward,1995-05-12,Poland,9,2018,1
Riccardo Meggiorini,Centre-Forward,1985-09-04,Italy,69,2018,1
Filip Djordjevic,Centre-Forward,1987-09-28,Serbia,20,2018,1
Sergej Grubac,Centre-Forward,2000-05-29,Montenegro,25,2018,1
Sergio Pellissier,Centre-Forward,1979-04-12,Italy,31,2018,1
Marco Sportiello,Goalkeeper,1992-05-10,Italy,57,2018,13
Francesco Bardi,Goalkeeper,1992-01-18,Italy,22,2018,13
Alessandro Iacobucci,Goalkeeper,1991-06-03,Italy,91,2018,13
Giuseppe Marcianò,Goalkeeper,2000-05-27,Italy,75,2018,13
Pier Paolo Salvati,Goalkeeper,2002-02-26,Italy,12,2018,13
Edoardo Goldaniga,Centre-Back,1993-11-02,Italy,6,2018,13
Lorenzo Ariaudo,Centre-Back,1989-06-11,Italy,15,2018,13
Bartosz Salamon,Centre-Back,1991-05-01,Poland,27,2018,13
Luka Krajnc,Centre-Back,1994-09-19,Slovenia,32,2018,13
Marco Capuano,Centre-Back,1991-10-14,Italy,25,2018,13
Stefan Simic,Centre-Back,1995-01-20,Czech Republic,4,2018,13
Nicolò Brighenti,Centre-Back,1989-08-01,Italy,23,2018,13
Francesco Verde,Centre-Back,2000-03-18,Italy,34,2018,13
Andrea Beghetto,Left-Back,1994-10-11,Italy,33,2018,13
Cristian Molinaro,Left-Back,1983-07-30,Italy,3,2018,13
Francesco Zampano,Right-Back,1993-09-30,Italy,17,2018,13
Federico Viviani,Defensive Midfield,1992-03-24,Italy,92,2018,13
Raffaele Maiello,Defensive Midfield,1991-07-10,Italy,8,2018,13
Lorenzo Crisetig,Defensive Midfield,1993-01-20,Italy,88,2018,13
Francesco Cassata,Central Midfield,1997-07-16,Italy,24,2018,13
Luca Valzania,Central Midfield,1996-03-05,Italy,16,2018,13
Raman Chibsah,Central Midfield,1993-03-10,Ghana,66,2018,13
Mirko Gori,Central Midfield,1993-02-04,Italy,5,2018,13
Emil Hallfreðsson,Central Midfield,1984-06-29,Iceland,20,2018,13
Paolo Sammarco,Central Midfield,1983-03-17,Italy,21,2018,13
Emmanuel Besea,Central Midfield,1997-04-15,Ghana,31,2018,13
Andrea Errico,Central Midfield,1999-01-01,Italy,14,2018,13
Paolo Ghiglione,Right Midfield,1997-02-02,Italy,2,2018,13
Danilo Soddimo,Left Midfield,1987-09-27,Italy,10,2018,13
Rai Vloet,Attacking Midfield,1995-05-08,Netherlands,4,2018,13
Luca Matarese,Left Winger,1998-04-16,Italy,19,2018,13
Joel Campbell,Right Winger,1992-06-26,Costa Rica,29,2018,13
Luca Paganini,Right Winger,1993-06-08,Italy,7,2018,13
Andrea Pinamonti,Centre-Forward,1999-05-19,Italy,89,2018,13
Camillo Ciano,Centre-Forward,1990-02-22,Italy,28,2018,13
Joaquín Ardaiz,Centre-Forward,1999-01-11,Uruguay,99,2018,13
Stipe Perica,Centre-Forward,1995-07-07,Croatia,11,2018,13
Federico Dionisi,Centre-Forward,1987-06-16,Italy,18,2018,13
Marcello Trotta,Centre-Forward,1992-09-29,Italy,20,2018,13
Daniel Ciofani,Centre-Forward,1985-07-31,Italy,9,2018,13
Bartlomiej Dragowski,Goalkeeper,1997-08-19,Poland,69,2018,4
Ivan Provedel,Goalkeeper,1994-03-17,Italy,1,2018,4
Pietro Terracciano,Goalkeeper,1990-03-08,Italy,21,2018,4
Andrea Fulignati,Goalkeeper,1994-10-31,Italy,99,2018,4
Filippo Perucchini,Goalkeeper,1991-10-06,Italy,21,2018,4
Gianluca Saro,Goalkeeper,2000-06-25,Italy,40,2018,4
Jacob Rasmussen,Centre-Back,1997-05-28,Denmark,32,2018,4
Dimitrios Nikolaou,Centre-Back,1998-08-13,Greece,43,2018,4
Frédéric Veseli,Centre-Back,1992-11-20,Albania,5,2018,4
Matías Silvestre,Centre-Back,1984-09-25,Argentina,26,2018,4
Domenico Maietta,Centre-Back,1982-08-03,Italy,22,2018,4
Michal Marcjanik,Centre-Back,1994-12-15,Poland,29,2018,4
Lorenzo Polvani,Centre-Back,1994-07-26,Italy,15,2018,4
Simone Canestrelli,Centre-Back,2000-09-11,Italy,38,2018,4
Marco Curto,Centre-Back,1999-01-05,Italy,41,2018,4
Nikola Pejovic,Centre-Back,1998-09-22,Serbia,44,2018,4
Marko Pajac,Left-Back,1993-05-11,Croatia,6,2018,4
Cristian Dell'Orco,Left-Back,1994-02-10,Italy,39,2018,4
Luca Antonelli,Left-Back,1987-02-11,Italy,13,2018,4
Manuel Pasqual,Left-Back,1982-03-13,Italy,23,2018,4
Niccolò Ricchi,Left-Back,2000-12-10,Italy,47,2018,4
Giovanni Di Lorenzo,Right-Back,1993-08-04,Italy,2,2018,4
Kevin Diks,Right-Back,1996-10-06,Netherlands,34,2018,4
Joel Untersee,Right-Back,1994-02-11,Switzerland,27,2018,4
Ismaël Bennacer,Defensive Midfield,1997-12-01,Algeria,10,2018,4
Leonardo Capezzi,Defensive Midfield,1995-03-29,Italy,28,2018,4
Luca Belardinelli,Defensive Midfield,2001-03-14,Italy,46,2018,4
Rade Krunic,Central Midfield,1993-10-07,Bosnia-Herzegovina,33,2018,4
Miha Zajc,Central Midfield,1994-07-01,Slovenia,6,2018,4
Afriyie Acquah,Central Midfield,1992-01-05,Ghana,18,2018,4
Salih Ucan,Central Midfield,1994-01-06,Turkey,48,2018,4
Lorenzo Lollo,Central Midfield,1990-12-08,Italy,17,2018,4
Marcel Büchel,Central Midfield,1991-03-18,Liechtenstein,77,2018,4
Matteo Brighi,Central Midfield,1981-02-14,Italy,4,2018,4
Samuele Ricci,Central Midfield,2001-08-21,Italy,42,2018,4
Hamed Junior Traorè,Attacking Midfield,2000-02-16,Cote d'Ivoire,8,2018,4
Diego Farias,Second Striker,1990-05-10,Brazil,17,2018,4
Arnel Jakupovic,Second Striker,1998-05-29,Austria,19,2018,4
Antonino La Gumina,Centre-Forward,1996-03-06,Italy,20,2018,4
Francesco Caputo,Centre-Forward,1987-08-06,Italy,11,2018,4
Dimitri Oberlin,Centre-Forward,1997-09-27,Switzerland,37,2018,4
Samuel Mraz,Centre-Forward,1997-05-13,Slovakia,66,2018,4
Levan Mchedlidze,Centre-Forward,1990-03-24,Georgia,7,2018,4
Alejandro Rodríguez,Centre-Forward,1991-07-30,Spain,9,2018,4
Eduardo Baldé,Centre-Forward,1999-03-10,Guinea-Bissau,45,2018,4
Wojciech Szczesny,Goalkeeper,1990-04-18,Poland,1,2019,9
Gianluigi Buffon,Goalkeeper,1978-01-28,Italy,77,2019,9
Carlo Pinsoglio,Goalkeeper,1990-03-16,Italy,31,2019,9
Matthijs de Ligt,Centre-Back,1999-08-12,Netherlands,4,2019,9
Merih Demiral,Centre-Back,1998-03-05,Turkey,28,2019,9
Leonardo Bonucci,Centre-Back,1987-05-01,Italy,19,2019,9
Daniele Rugani,Centre-Back,1994-07-29,Italy,24,2019,9
Giorgio Chiellini,Centre-Back,1984-08-14,Italy,3,2019,9
Luca Coccolo,Centre-Back,1998-02-23,Italy,41,2019,9
Alex Sandro,Left-Back,1991-01-26,Brazil,12,2019,9
Pietro Beruatto,Left-Back,1998-12-21,Italy,34,2019,9
Gianluca Frabotta,Left-Back,1999-06-24,Italy,47,2019,9
Danilo,Right-Back,1991-07-15,Brazil,13,2019,9
Juan Cuadrado,Right-Back,1988-05-26,Colombia,16,2019,9
Mattia De Sciglio,Right-Back,1992-10-20,Italy,2,2019,9
Daouda Peeters,Defensive Midfield,1999-01-26,Belgium,43,2019,9
Miralem Pjanic,Central Midfield,1990-04-02,Bosnia-Herzegovina,5,2019,9
Rodrigo Bentancur,Central Midfield,1997-06-25,Uruguay,30,2019,9
Aaron Ramsey,Central Midfield,1990-12-26,Wales,8,2019,9
Adrien Rabiot,Central Midfield,1995-04-03,France,25,2019,9
Blaise Matuidi,Central Midfield,1987-04-09,France,14,2019,9
Sami Khedira,Central Midfield,1987-04-04,Germany,6,2019,9
Simone Muratore,Central Midfield,1998-05-30,Italy,38,2019,9
Wesley,Right Midfield,2000-03-13,Brazil,42,2019,9
Manolo Portanova,Attacking Midfield,2000-06-02,Italy,39,2019,9
Douglas Costa,Left Winger,1990-09-14,Brazil,11,2019,9
Marko Pjaca,Left Winger,1995-05-06,Croatia,20,2019,9
Marco Olivieri,Left Winger,1999-06-30,Italy,35,2019,9
Federico Bernardeschi,Right Winger,1994-02-16,Italy,33,2019,9
Luca Zanimacchia,Right Winger,1998-07-19,Italy,46,2019,9
Paulo Dybala,Second Striker,1993-11-15,Argentina,10,2019,9
Cristiano Ronaldo,Centre-Forward,1985-02-05,Portugal,7,2019,9
Gonzalo Higuaín,Centre-Forward,1987-12-10,Argentina,21,2019,9
Kwang-song Han,Centre-Forward,1998-09-11,"Korea, North",36,2019,9
Giacomo Vrioni,Centre-Forward,1998-10-15,Albania,44,2019,9
Alex Meret,Goalkeeper,1997-03-22,Italy,1,2019,10
David Ospina,Goalkeeper,1988-08-31,Colombia,25,2019,10
Orestis Karnezis,Goalkeeper,1985-07-11,Greece,27,2019,10
Kalidou Koulibaly,Centre-Back,1991-06-20,Senegal,26,2019,10
Konstantinos Manolas,Centre-Back,1991-06-14,Greece,44,2019,10
